"dy [cm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.2,5.65,0,-61.7,9.7027379013341
3.2,5.65,0,-61.6,9.72080183712611
3.2,5.65,0,-61.5,9.73886006842592
3.2,5.65,0,-61.4,9.7569125135482
3.2,5.65,0,-61.3,9.77495909072316
3.2,5.65,0,-61.2,9.79299971809741
3.2,5.65,0,-61.1,9.8110343137349
3.2,5.65,0,-61,9.82906279561773
3.2,5.65,0,-60.9,9.84708508164701
3.2,5.65,0,-60.8,9.86510108964369
3.2,5.65,0,-60.7,9.88311073734934
3.2,5.65,0,-60.6,9.90111394242695
3.2,5.65,0,-60.5,9.91911062246169
3.2,5.65,0,-60.4,9.93710069496166
3.2,5.65,0,-60.3,9.95508407735861
3.2,5.65,0,-60.2,9.97306068700865
3.2,5.65,0,-60.1,9.99103044119298
3.2,5.65,0,-60,10.0089932571185
3.2,5.65,0,-59.9,10.0269490519185
3.2,5.65,0,-59.8,10.0448977426535
3.2,5.65,0,-59.7,10.0628392463113
3.2,5.65,0,-59.6,10.0807734798083
3.2,5.65,0,-59.5,10.0987003599897
3.2,5.65,0,-59.4,10.11661980363
3.2,5.65,0,-59.3,10.134531727434
3.2,5.65,0,-59.2,10.1524360480367
3.2,5.65,0,-59.1,10.1703326820044
3.2,5.65,0,-59,10.188221545835
3.2,5.65,0,-58.9,10.2061025559584
3.2,5.65,0,-58.8,10.2239756287372
3.2,5.65,0,-58.7,10.2418406804668
3.2,5.65,0,-58.6,10.2596976273765
3.2,5.65,0,-58.5,10.2775463856292
3.2,5.65,0,-58.4,10.2953868713224
3.2,5.65,0,-58.3,10.3132190004883
3.2,5.65,0,-58.2,10.3310426890943
3.2,5.65,0,-58.1,10.3488578530434
3.2,5.65,0,-58,10.3666644081746
3.2,5.65,0,-57.9,10.384462270263
3.2,5.65,0,-57.8,10.4022513550208
3.2,5.65,0,-57.7,10.4200315780968
3.2,5.65,0,-57.6,10.4378028550772
3.2,5.65,0,-57.5,10.4555651014862
3.2,5.65,0,-57.4,10.4733182327855
3.2,5.65,0,-57.3,10.4910621643753
3.2,5.65,0,-57.2,10.5087968115942
3.2,5.65,0,-57.1,10.5265220897197
3.2,5.65,0,-57,10.5442379139683
3.2,5.65,0,-56.9,10.5619441994957
3.2,5.65,0,-56.8,10.5796408613972
3.2,5.65,0,-56.7,10.597327814708
3.2,5.65,0,-56.6,10.6150049744029
3.2,5.65,0,-56.5,10.6326722553974
3.2,5.65,0,-56.4,10.6503295725468
3.2,5.65,0,-56.3,10.6679768406475
3.2,5.65,0,-56.2,10.6856139744363
3.2,5.65,0,-56.1,10.7032408885911
3.2,5.65,0,-56,10.7208574977306
3.2,5.65,0,-55.9,10.7384637164152
3.2,5.65,0,-55.8,10.7560594591462
3.2,5.65,0,-55.7,10.7736446403667
3.2,5.65,0,-55.6,10.7912191744615
3.2,5.65,0,-55.5,10.8087829757568
3.2,5.65,0,-55.4,10.8263359585211
3.2,5.65,0,-55.3,10.8438780369647
3.2,5.65,0,-55.2,10.8614091252401
3.2,5.65,0,-55.1,10.8789291374417
3.2,5.65,0,-55,10.8964379876065
3.2,5.65,0,-54.9,10.9139355897137
3.2,5.65,0,-54.8,10.9314218576851
3.2,5.65,0,-54.7,10.9488967053847
3.2,5.65,0,-54.6,10.9663600466195
3.2,5.65,0,-54.5,10.9838117951387
3.2,5.65,0,-54.4,11.0012518646344
3.2,5.65,0,-54.3,11.0186801687416
3.2,5.65,0,-54.2,11.0360966210376
3.2,5.65,0,-54.1,11.0535011350431
3.2,5.65,0,-54,11.0708936242213
3.2,5.65,0,-53.9,11.0882740019784
3.2,5.65,0,-53.8,11.1056421816634
3.2,5.65,0,-53.7,11.1229980765684
3.2,5.65,0,-53.6,11.1403415999284
3.2,5.65,0,-53.5,11.1576726649215
3.2,5.65,0,-53.4,11.1749911846685
3.2,5.65,0,-53.3,11.1922970722335
3.2,5.65,0,-53.2,11.2095902406234
3.2,5.65,0,-53.1,11.2268706027884
3.2,5.65,0,-53,11.2441380716215
3.2,5.65,0,-52.9,11.2613925599588
3.2,5.65,0,-52.8,11.2786339805795
3.2,5.65,0,-52.7,11.2958622462055
3.2,5.65,0,-52.6,11.3130772695023
3.2,5.65,0,-52.5,11.3302789630779
3.2,5.65,0,-52.4,11.3474672394836
3.2,5.65,0,-52.3,11.3646420112136
3.2,5.65,0,-52.2,11.3818031907051
3.2,5.65,0,-52.1,11.3989506903384
3.2,5.65,0,-52,11.4160844224366
3.2,5.65,0,-51.9,11.4332042992659
3.2,5.65,0,-51.8,11.4503102330356
3.2,5.65,0,-51.7,11.4674021358975
3.2,5.65,0,-51.6,11.4844799199468
3.2,5.65,0,-51.5,11.5015434972215
3.2,5.65,0,-51.4,11.5185927797025
3.2,5.65,0,-51.3,11.5356276793136
3.2,5.65,0,-51.2,11.5526481079215
3.2,5.65,0,-51.1,11.5696539773359
3.2,5.65,0,-51,11.5866451993094
3.2,5.65,0,-50.9,11.6036216855374
3.2,5.65,0,-50.8,11.6205833476582
3.2,5.65,0,-50.7,11.6375300972532
3.2,5.65,0,-50.6,11.6544618458465
3.2,5.65,0,-50.5,11.6713785049052
3.2,5.65,0,-50.4,11.6882799858393
3.2,5.65,0,-50.3,11.7051662000017
3.2,5.65,0,-50.2,11.7220370586883
3.2,5.65,0,-50.1,11.7388924731378
3.2,5.65,0,-50,11.7557323545321
3.2,5.65,0,-49.9,11.7725566139959
3.2,5.65,0,-49.8,11.7893651625969
3.2,5.65,0,-49.7,11.8061579113461
3.2,5.65,0,-49.6,11.8229347711972
3.2,5.65,0,-49.5,11.8396956530472
3.2,5.65,0,-49.4,11.8564404677362
3.2,5.65,0,-49.3,11.8731691260476
3.2,5.65,0,-49.2,11.8898815387078
3.2,5.65,0,-49.1,11.9065776163866
3.2,5.65,0,-49,11.9232572696971
3.2,5.65,0,-48.9,11.9399204091957
3.2,5.65,0,-48.8,11.9565669453825
3.2,5.65,0,-48.7,11.9731967887007
3.2,5.65,0,-48.6,11.9898098495373
3.2,5.65,0,-48.5,12.0064060382231
3.2,5.65,0,-48.4,12.0229852650324
3.2,5.65,0,-48.3,12.0395474401834
3.2,5.65,0,-48.2,12.0560924738382
3.2,5.65,0,-48.1,12.0726202761029
3.2,5.65,0,-48,12.0891307570277
3.2,5.65,0,-47.9,12.1056238266071
3.2,5.65,0,-47.8,12.1220993947798
3.2,5.65,0,-47.7,12.1385573714289
3.2,5.65,0,-47.6,12.1549976663822
3.2,5.65,0,-47.5,12.1714201894123
3.2,5.65,0,-47.4,12.1878248502364
3.2,5.65,0,-47.3,12.2042115585167
3.2,5.65,0,-47.2,12.2205802238606
3.2,5.65,0,-47.1,12.2369307558209
3.2,5.65,0,-47,12.2532630638956
3.2,5.65,0,-46.9,12.2695770575284
3.2,5.65,0,-46.8,12.2858726461089
3.2,5.65,0,-46.7,12.3021497389725
3.2,5.65,0,-46.6,12.3184082454008
3.2,5.65,0,-46.5,12.3346480746218
3.2,5.65,0,-46.4,12.3508691358099
3.2,5.65,0,-46.3,12.3670713380866
3.2,5.65,0,-46.2,12.38325459052
3.2,5.65,0,-46.1,12.3994188021255
3.2,5.65,0,-46,12.415563881866
3.2,5.65,0,-45.9,12.4316897386521
3.2,5.65,0,-45.8,12.4477962813422
3.2,5.65,0,-45.7,12.463883418743
3.2,5.65,0,-45.6,12.4799510596094
3.2,5.65,0,-45.5,12.4959991126452
3.2,5.65,0,-45.4,12.5120274865031
3.2,5.65,0,-45.3,12.5280360897852
3.2,5.65,0,-45.2,12.5440248310428
3.2,5.65,0,-45.1,12.5599936187774
3.2,5.65,0,-45,12.5759423614405
3.2,5.65,0,-44.9,12.591870967434
3.2,5.65,0,-44.8,12.6077793451108
3.2,5.65,0,-44.7,12.6236674027748
3.2,5.65,0,-44.6,12.6395350486813
3.2,5.65,0,-44.5,12.6553821910376
3.2,5.65,0,-44.4,12.671208738003
3.2,5.65,0,-44.3,12.6870145976895
3.2,5.65,0,-44.2,12.7027996781618
3.2,5.65,0,-44.1,12.7185638874382
3.2,5.65,0,-44,12.7343071334904
3.2,5.65,0,-43.9,12.7500293242445
3.2,5.65,0,-43.8,12.7657303675807
3.2,5.65,0,-43.7,12.7814101713344
3.2,5.65,0,-43.6,12.7970686432963
3.2,5.65,0,-43.5,12.8127056912129
3.2,5.65,0,-43.4,12.8283212227867
3.2,5.65,0,-43.3,12.8439151456773
3.2,5.65,0,-43.2,12.859487367501
3.2,5.65,0,-43.1,12.8750377958319
3.2,5.65,0,-43,12.8905663382021
3.2,5.65,0,-42.9,12.9060729021025
3.2,5.65,0,-42.8,12.9215573949829
3.2,5.65,0,-42.7,12.9370197242525
3.2,5.65,0,-42.6,12.9524597972809
3.2,5.65,0,-42.5,12.9678775213982
3.2,5.65,0,-42.4,12.9832728038955
3.2,5.65,0,-42.3,12.9986455520258
3.2,5.65,0,-42.2,13.0139956730043
3.2,5.65,0,-42.1,13.0293230740089
3.2,5.65,0,-42,13.0446276621809
3.2,5.65,0,-41.9,13.0599093446256
3.2,5.65,0,-41.8,13.0751680284129
3.2,5.65,0,-41.7,13.0904036205775
3.2,5.65,0,-41.6,13.1056160281204
3.2,5.65,0,-41.5,13.1208051580084
3.2,5.65,0,-41.4,13.1359709171755
3.2,5.65,0,-41.3,13.1511132125235
3.2,5.65,0,-41.2,13.1662319509222
3.2,5.65,0,-41.1,13.1813270392104
3.2,5.65,0,-41,13.1963983841965
3.2,5.65,0,-40.9,13.211445892659
3.2,5.65,0,-40.8,13.2264694713474
3.2,5.65,0,-40.7,13.241469026983
3.2,5.65,0,-40.6,13.2564444662592
3.2,5.65,0,-40.5,13.2713956958423
3.2,5.65,0,-40.4,13.2863226223726
3.2,5.65,0,-40.3,13.3012251524648
3.2,5.65,0,-40.2,13.3161031927086
3.2,5.65,0,-40.1,13.3309566496699
3.2,5.65,0,-40,13.345785429891
3.2,5.65,0,-39.9,13.3605894398919
3.2,5.65,0,-39.8,13.3753685861707
3.2,5.65,0,-39.7,13.3901227752046
3.2,5.65,0,-39.6,13.4048519134504
3.2,5.65,0,-39.5,13.4195559073457
3.2,5.65,0,-39.4,13.4342346633094
3.2,5.65,0,-39.3,13.4488880877426
3.2,5.65,0,-39.2,13.4635160870296
3.2,5.65,0,-39.1,13.4781185675382
3.2,5.65,0,-39,13.4926954356214
3.2,5.65,0,-38.9,13.5072465976174
3.2,5.65,0,-38.8,13.521771959851
3.2,5.65,0,-38.7,13.5362714286343
3.2,5.65,0,-38.6,13.5507449102675
3.2,5.65,0,-38.5,13.56519231104
3.2,5.65,0,-38.4,13.579613537231
3.2,5.65,0,-38.3,13.5940084951107
3.2,5.65,0,-38.2,13.6083770909411
3.2,5.65,0,-38.1,13.6227192309768
3.2,5.65,0,-38,13.6370348214661
3.2,5.65,0,-37.9,13.651323768652
3.2,5.65,0,-37.8,13.6655859787727
3.2,5.65,0,-37.7,13.6798213580633
3.2,5.65,0,-37.6,13.6940298127561
3.2,5.65,0,-37.5,13.7082112490819
3.2,5.65,0,-37.4,13.7223655732708
3.2,5.65,0,-37.3,13.7364926915535
3.2,5.65,0,-37.2,13.7505925101619
3.2,5.65,0,-37.1,13.7646649353305
3.2,5.65,0,-37,13.7787098732971
3.2,5.65,0,-36.9,13.792727230304
3.2,5.65,0,-36.8,13.806716912599
3.2,5.65,0,-36.7,13.8206788264363
3.2,5.65,0,-36.6,13.8346128780778
3.2,5.65,0,-36.5,13.848518973794
3.2,5.65,0,-36.4,13.862397019865
3.2,5.65,0,-36.3,13.8762469225819
3.2,5.65,0,-36.2,13.8900685882474
3.2,5.65,0,-36.1,13.9038619231772
3.2,5.65,0,-36,13.9176268337011
3.2,5.65,0,-35.9,13.931363226164
3.2,5.65,0,-35.8,13.9450710069271
3.2,5.65,0,-35.7,13.9587500823688
3.2,5.65,0,-35.6,13.9724003588861
3.2,5.65,0,-35.5,13.9860217428957
3.2,5.65,0,-35.4,13.9996141408349
3.2,5.65,0,-35.3,14.0131774591632
3.2,5.65,0,-35.2,14.0267116043628
3.2,5.65,0,-35.1,14.0402164829403
3.2,5.65,0,-35,14.053692001428
3.2,5.65,0,-34.9,14.0671380663843
3.2,5.65,0,-34.8,14.0805545843956
3.2,5.65,0,-34.7,14.0939414620774
3.2,5.65,0,-34.6,14.1072986060751
3.2,5.65,0,-34.5,14.1206259230658
3.2,5.65,0,-34.4,14.1339233197588
3.2,5.65,0,-34.3,14.1471907028974
3.2,5.65,0,-34.2,14.1604279792601
3.2,5.65,0,-34.1,14.1736350556614
3.2,5.65,0,-34,14.1868118389535
3.2,5.65,0,-33.9,14.1999582360271
3.2,5.65,0,-33.8,14.2130741538132
3.2,5.65,0,-33.7,14.2261594992839
3.2,5.65,0,-33.6,14.239214179454
3.2,5.65,0,-33.5,14.2522381013818
3.2,5.65,0,-33.4,14.265231172171
3.2,5.65,0,-33.3,14.2781932989716
3.2,5.65,0,-33.2,14.2911243889811
3.2,5.65,0,-33.1,14.3040243494461
3.2,5.65,0,-33,14.3168930876634
3.2,5.65,0,-32.9,14.3297305109816
3.2,5.65,0,-32.8,14.3425365268018
3.2,5.65,0,-32.7,14.3553110425797
3.2,5.65,0,-32.6,14.3680539658262
3.2,5.65,0,-32.5,14.3807652041093
3.2,5.65,0,-32.4,14.3934446650551
3.2,5.65,0,-32.3,14.4060922563493
3.2,5.65,0,-32.2,14.4187078857384
3.2,5.65,0,-32.1,14.4312914610314
3.2,5.65,0,-32,14.4438428901007
3.2,5.65,0,-31.9,14.4563620808837
3.2,5.65,0,-31.8,14.4688489413842
3.2,5.65,0,-31.7,14.4813033796737
3.2,5.65,0,-31.6,14.4937253038928
3.2,5.65,0,-31.5,14.5061146222526
3.2,5.65,0,-31.4,14.5184712430362
3.2,5.65,0,-31.3,14.5307950745997
3.2,5.65,0,-31.2,14.5430860253742
3.2,5.65,0,-31.1,14.5553440038666
3.2,5.65,0,-31,14.5675689186615
3.2,5.65,0,-30.9,14.5797606784222
3.2,5.65,0,-30.8,14.5919191918925
3.2,5.65,0,-30.7,14.604044367898
3.2,5.65,0,-30.6,14.6161361153471
3.2,5.65,0,-30.5,14.6281943432332
3.2,5.65,0,-30.4,14.6402189606357
3.2,5.65,0,-30.3,14.6522098767211
3.2,5.65,0,-30.2,14.6641670007453
3.2,5.65,0,-30.1,14.6760902420543
3.2,5.65,0,-30,14.687979510086
3.2,5.65,0,-29.9,14.6998347143714
3.2,5.65,0,-29.8,14.7116557645366
3.2,5.65,0,-29.7,14.7234425703035
3.2,5.65,0,-29.6,14.735195041492
3.2,5.65,0,-29.5,14.7469130880208
3.2,5.65,0,-29.4,14.7585966199095
3.2,5.65,0,-29.3,14.7702455472797
3.2,5.65,0,-29.2,14.7818597803563
3.2,5.65,0,-29.1,14.7934392294697
3.2,5.65,0,-29,14.8049838050565
3.2,5.65,0,-28.9,14.8164934176614
3.2,5.65,0,-28.8,14.8279679779386
3.2,5.65,0,-28.7,14.8394073966535
3.2,5.65,0,-28.6,14.8508115846836
3.2,5.65,0,-28.5,14.8621804530209
3.2,5.65,0,-28.4,14.8735139127725
3.2,5.65,0,-28.3,14.8848118751627
3.2,5.65,0,-28.2,14.8960742515343
3.2,5.65,0,-28.1,14.9073009533502
3.2,5.65,0,-28,14.9184918921948
3.2,5.65,0,-27.9,14.9296469797756
3.2,5.65,0,-27.8,14.9407661279245
3.2,5.65,0,-27.7,14.9518492485998
3.2,5.65,0,-27.6,14.9628962538873
3.2,5.65,0,-27.5,14.9739070560019
3.2,5.65,0,-27.4,14.9848815672893
3.2,5.65,0,-27.3,14.9958197002272
3.2,5.65,0,-27.2,15.0067213674274
3.2,5.65,0,-27.1,15.0175864816366
3.2,5.65,0,-27,15.0284149557386
3.2,5.65,0,-26.9,15.0392067027554
3.2,5.65,0,-26.8,15.049961635849
3.2,5.65,0,-26.7,15.0606796683226
3.2,5.65,0,-26.6,15.0713607136225
3.2,5.65,0,-26.5,15.0820046853397
3.2,5.65,0,-26.4,15.0926114972109
3.2,5.65,0,-26.3,15.1031810631207
3.2,5.65,0,-26.2,15.1137132971026
3.2,5.65,0,-26.1,15.1242081133409
3.2,5.65,0,-26,15.1346654261723
3.2,5.65,0,-25.9,15.1450851500869
3.2,5.65,0,-25.8,15.1554671997305
3.2,5.65,0,-25.7,15.1658114899056
3.2,5.65,0,-25.6,15.1761179355732
3.2,5.65,0,-25.5,15.1863864518543
3.2,5.65,0,-25.4,15.1966169540313
3.2,5.65,0,-25.3,15.2068093575499
3.2,5.65,0,-25.2,15.2169635780204
3.2,5.65,0,-25.1,15.2270795312192
3.2,5.65,0,-25,15.2371571330905
3.2,5.65,0,-24.9,15.2471962997479
3.2,5.65,0,-24.8,15.2571969474758
3.2,5.65,0,-24.7,15.2671589927309
3.2,5.65,0,-24.6,15.2770823521442
3.2,5.65,0,-24.5,15.2869669425219
3.2,5.65,0,-24.4,15.2968126808474
3.2,5.65,0,-24.3,15.3066194842829
3.2,5.65,0,-24.2,15.3163872701705
3.2,5.65,0,-24.1,15.3261159560343
3.2,5.65,0,-24,15.3358054595816
3.2,5.65,0,-23.9,15.3454556987046
3.2,5.65,0,-23.8,15.3550665914818
3.2,5.65,0,-23.7,15.3646380561799
3.2,5.65,0,-23.6,15.3741700112548
3.2,5.65,0,-23.5,15.3836623753538
3.2,5.65,0,-23.4,15.3931150673166
3.2,5.65,0,-23.3,15.402528006177
3.2,5.65,0,-23.2,15.4119011111649
3.2,5.65,0,-23.1,15.4212343017069
3.2,5.65,0,-23,15.4305274974289
3.2,5.65,0,-22.9,15.439780618157
3.2,5.65,0,-22.8,15.4489935839191
3.2,5.65,0,-22.7,15.4581663149467
3.2,5.65,0,-22.6,15.4672987316761
3.2,5.65,0,-22.5,15.4763907547504
3.2,5.65,0,-22.4,15.4854423050205
3.2,5.65,0,-22.3,15.4944533035471
3.2,5.65,0,-22.2,15.503423671602
3.2,5.65,0,-22.1,15.5123533306695
3.2,5.65,0,-22,15.5212422024484
3.2,5.65,0,-21.9,15.5300902088531
3.2,5.65,0,-21.8,15.5388972720153
3.2,5.65,0,-21.7,15.5476633142854
3.2,5.65,0,-21.6,15.5563882582344
3.2,5.65,0,-21.5,15.5650720266548
3.2,5.65,0,-21.4,15.5737145425628
3.2,5.65,0,-21.3,15.5823157291994
3.2,5.65,0,-21.2,15.5908755100318
3.2,5.65,0,-21.1,15.5993938087555
3.2,5.65,0,-21,15.6078705492951
3.2,5.65,0,-20.9,15.6163056558065
3.2,5.65,0,-20.8,15.6246990526778
3.2,5.65,0,-20.7,15.6330506645313
3.2,5.65,0,-20.6,15.6413604162244
3.2,5.65,0,-20.5,15.649628232852
3.2,5.65,0,-20.4,15.6578540397471
3.2,5.65,0,-20.3,15.6660377624829
3.2,5.65,0,-20.2,15.6741793268738
3.2,5.65,0,-20.1,15.6822786589776
3.2,5.65,0,-20,15.6903356850961
3.2,5.65,0,-19.9,15.6983503317773
3.2,5.65,0,-19.8,15.7063225258165
3.2,5.65,0,-19.7,15.7142521942582
3.2,5.65,0,-19.6,15.7221392643968
3.2,5.65,0,-19.5,15.7299836637789
3.2,5.65,0,-19.4,15.7377853202043
3.2,5.65,0,-19.3,15.7455441617277
3.2,5.65,0,-19.2,15.7532601166599
3.2,5.65,0,-19.1,15.7609331135695
3.2,5.65,0,-19,15.7685630812843
3.2,5.65,0,-18.9,15.7761499488926
3.2,5.65,0,-18.8,15.7836936457449
3.2,5.65,0,-18.7,15.7911941014553
3.2,5.65,0,-18.6,15.7986512459026
3.2,5.65,0,-18.5,15.8060650092323
3.2,5.65,0,-18.4,15.8134353218575
3.2,5.65,0,-18.3,15.8207621144608
3.2,5.65,0,-18.2,15.8280453179953
3.2,5.65,0,-18.1,15.8352848636864
3.2,5.65,0,-18,15.8424806830328
3.2,5.65,0,-17.9,15.8496327078085
3.2,5.65,0,-17.8,15.8567408700637
3.2,5.65,0,-17.7,15.8638051021263
3.2,5.65,0,-17.6,15.8708253366035
3.2,5.65,0,-17.5,15.8778015063831
3.2,5.65,0,-17.4,15.8847335446349
3.2,5.65,0,-17.3,15.891621384812
3.2,5.65,0,-17.2,15.8984649606523
3.2,5.65,0,-17.1,15.9052642061798
3.2,5.65,0,-17,15.9120190557061
3.2,5.65,0,-16.9,15.9187294438317
3.2,5.65,0,-16.8,15.9253953054473
3.2,5.65,0,-16.7,15.9320165757353
3.2,5.65,0,-16.6,15.938593190171
3.2,5.65,0,-16.5,15.9451250845242
3.2,5.65,0,-16.4,15.9516121948603
3.2,5.65,0,-16.3,15.9580544575416
3.2,5.65,0,-16.2,15.9644518092292
3.2,5.65,0,-16.1,15.9708041868834
3.2,5.65,0,-16,15.9771115277659
3.2,5.65,0,-15.9,15.9833737694406
3.2,5.65,0,-15.8,15.9895908497754
3.2,5.65,0,-15.7,15.9957627069427
3.2,5.65,0,-15.6,16.0018892794217
3.2,5.65,0,-15.5,16.007970505999
3.2,5.65,0,-15.4,16.0140063257701
3.2,5.65,0,-15.3,16.0199966781408
3.2,5.65,0,-15.2,16.0259415028284
3.2,5.65,0,-15.1,16.031840739863
3.2,5.65,0,-15,16.0376943295888
3.2,5.65,0,-14.9,16.0435022126653
3.2,5.65,0,-14.8,16.0492643300685
3.2,5.65,0,-14.7,16.0549806230924
3.2,5.65,0,-14.6,16.0606510333503
3.2,5.65,0,-14.5,16.0662755027755
3.2,5.65,0,-14.4,16.0718539736232
3.2,5.65,0,-14.3,16.0773863884714
3.2,5.65,0,-14.2,16.0828726902222
3.2,5.65,0,-14.1,16.0883128221029
3.2,5.65,0,-14,16.0937067276674
3.2,5.65,0,-13.9,16.0990543507976
3.2,5.65,0,-13.8,16.104355635704
3.2,5.65,0,-13.7,16.1096105269275
3.2,5.65,0,-13.6,16.1148189693402
3.2,5.65,0,-13.5,16.1199809081469
3.2,5.65,0,-13.4,16.1250962888861
3.2,5.65,0,-13.3,16.1301650574312
3.2,5.65,0,-13.2,16.1351871599917
3.2,5.65,0,-13.1,16.1401625431142
3.2,5.65,0,-13,16.145091153684
3.2,5.65,0,-12.9,16.1499729389258
3.2,5.65,0,-12.8,16.1548078464049
3.2,5.65,0,-12.7,16.1595958240286
3.2,5.65,0,-12.6,16.1643368200472
3.2,5.65,0,-12.5,16.1690307830549
3.2,5.65,0,-12.4,16.1736776619915
3.2,5.65,0,-12.3,16.1782774061426
3.2,5.65,0,-12.2,16.1828299651418
3.2,5.65,0,-12.1,16.1873352889709
3.2,5.65,0,-12,16.1917933279613
3.2,5.65,0,-11.9,16.1962040327953
3.2,5.65,0,-11.8,16.2005673545069
3.2,5.65,0,-11.7,16.204883244483
3.2,5.65,0,-11.6,16.2091516544644
3.2,5.65,0,-11.5,16.2133725365468
3.2,5.65,0,-11.4,16.2175458431821
3.2,5.65,0,-11.3,16.2216715271792
3.2,5.65,0,-11.2,16.225749541705
3.2,5.65,0,-11.1,16.2297798402857
3.2,5.65,0,-11,16.2337623768076
3.2,5.65,0,-10.9,16.237697105518
3.2,5.65,0,-10.8,16.2415839810267
3.2,5.65,0,-10.7,16.2454229583065
3.2,5.65,0,-10.6,16.2492139926942
3.2,5.65,0,-10.5,16.252957039892
3.2,5.65,0,-10.4,16.2566520559682
3.2,5.65,0,-10.3,16.260298997358
3.2,5.65,0,-10.2,16.2638978208648
3.2,5.65,0,-10.1,16.2674484836609
3.2,5.65,0,-10,16.2709509432887
3.2,5.65,0,-9.89999999999998,16.2744051576613
3.2,5.65,0,-9.79999999999998,16.2778110850637
3.2,5.65,0,-9.69999999999999,16.2811686841537
3.2,5.65,0,-9.59999999999999,16.2844779139625
3.2,5.65,0,-9.5,16.2877387338961
3.2,5.65,0,-9.39999999999998,16.2909511037359
3.2,5.65,0,-9.29999999999998,16.2941149836394
3.2,5.65,0,-9.19999999999999,16.2972303341417
3.2,5.65,0,-9.09999999999999,16.3002971161557
3.2,5.65,0,-9,16.3033152909733
3.2,5.65,0,-8.89999999999998,16.3062848202662
3.2,5.65,0,-8.79999999999998,16.3092056660869
3.2,5.65,0,-8.69999999999999,16.3120777908692
3.2,5.65,0,-8.59999999999999,16.3149011574294
3.2,5.65,0,-8.5,16.3176757289668
3.2,5.65,0,-8.39999999999998,16.3204014690647
3.2,5.65,0,-8.29999999999998,16.3230783416912
3.2,5.65,0,-8.19999999999999,16.3257063111999
3.2,5.65,0,-8.09999999999999,16.3282853423309
3.2,5.65,0,-8,16.3308154002114
3.2,5.65,0,-7.89999999999998,16.3332964503563
3.2,5.65,0,-7.79999999999998,16.3357284586693
3.2,5.65,0,-7.69999999999999,16.3381113914438
3.2,5.65,0,-7.59999999999999,16.3404452153628
3.2,5.65,0,-7.5,16.3427298975007
3.2,5.65,0,-7.39999999999998,16.3449654053234
3.2,5.65,0,-7.29999999999998,16.347151706689
3.2,5.65,0,-7.19999999999999,16.3492887698489
3.2,5.65,0,-7.09999999999999,16.351376563448
3.2,5.65,0,-7,16.3534150565259
3.2,5.65,0,-6.89999999999998,16.3554042185172
3.2,5.65,0,-6.79999999999998,16.3573440192525
3.2,5.65,0,-6.69999999999999,16.3592344289586
3.2,5.65,0,-6.59999999999999,16.3610754182597
3.2,5.65,0,-6.5,16.3628669581776
3.2,5.65,0,-6.39999999999998,16.3646090201327
3.2,5.65,0,-6.29999999999998,16.3663015759443
3.2,5.65,0,-6.19999999999999,16.3679445978315
3.2,5.65,0,-6.09999999999999,16.3695380584136
3.2,5.65,0,-6,16.3710819307107
3.2,5.65,0,-5.89999999999998,16.3725761881447
3.2,5.65,0,-5.79999999999998,16.3740208045393
3.2,5.65,0,-5.69999999999999,16.3754157541208
3.2,5.65,0,-5.59999999999999,16.3767610115189
3.2,5.65,0,-5.5,16.3780565517668
3.2,5.65,0,-5.39999999999998,16.3793023503024
3.2,5.65,0,-5.29999999999998,16.3804983829679
3.2,5.65,0,-5.19999999999999,16.3816446260114
3.2,5.65,0,-5.09999999999999,16.3827410560864
3.2,5.65,0,-5,16.3837876502532
3.2,5.65,0,-4.89999999999998,16.3847843859787
3.2,5.65,0,-4.79999999999998,16.3857312411372
3.2,5.65,0,-4.69999999999999,16.386628194011
3.2,5.65,0,-4.59999999999999,16.3874752232905
3.2,5.65,0,-4.5,16.3882723080752
3.2,5.65,0,-4.39999999999998,16.3890194278734
3.2,5.65,0,-4.29999999999998,16.3897165626034
3.2,5.65,0,-4.19999999999999,16.3903636925935
3.2,5.65,0,-4.09999999999999,16.3909607985824
3.2,5.65,0,-4,16.3915078617198
3.2,5.65,0,-3.89999999999998,16.3920048635667
3.2,5.65,0,-3.79999999999998,16.3924517860959
3.2,5.65,0,-3.69999999999999,16.3928486116922
3.2,5.65,0,-3.59999999999999,16.3931953231528
3.2,5.65,0,-3.5,16.3934919036878
3.2,5.65,0,-3.39999999999998,16.3937383369205
3.2,5.65,0,-3.29999999999998,16.3939346068877
3.2,5.65,0,-3.19999999999999,16.3940806980399
3.2,5.65,0,-3.09999999999999,16.3941765952419
3.2,5.65,0,-3,16.3942222837729
3.2,5.65,0,-2.89999999999998,16.3942177493268
3.2,5.65,0,-2.79999999999998,16.3941629780128
3.2,5.65,0,-2.69999999999999,16.3940579563552
3.2,5.65,0,-2.59999999999999,16.3939026712939
3.2,5.65,0,-2.5,16.3936971101848
3.2,5.65,0,-2.39999999999998,16.3934412607997
3.2,5.65,0,-2.29999999999998,16.393135111327
3.2,5.65,0,-2.19999999999999,16.3927786503716
3.2,5.65,0,-2.09999999999999,16.3923718669549
3.2,5.65,0,-2,16.3919147505157
3.2,5.65,0,-1.89999999999998,16.3914072909098
3.2,5.65,0,-1.79999999999998,16.3908494784104
3.2,5.65,0,-1.69999999999999,16.3902413037083
3.2,5.65,0,-1.59999999999999,16.3895827579118
