"dy [cm]","Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
3.2,5.65,0,60.9,7.89313928263371
3.2,5.65,0,61,7.87149755843706
3.2,5.65,0,61.1,7.84984858985162
3.2,5.65,0,61.2,7.82819247307539
3.2,5.65,0,61.3,7.80652930443757
3.2,5.65,0,61.4,7.78485918039991
3.2,5.65,0,61.5,7.76318219755805
3.2,5.65,0,61.6,7.74149845264281
3.2,5.65,0,61.7,7.7198080425215
3.2,5.65,0,61.8,7.69811106419919
3.2,5.65,0,61.9,7.67640761481996
3.2,5.65,0,62,7.65469779166823
3.2,5.65,0,62.1,7.63298169216989
3.2,5.65,0,62.2,7.61125941389361
3.2,5.65,0,62.3,7.58953105455203
3.2,5.65,0,62.4,7.56779671200291
3.2,5.65,0,62.5,7.54605648425037
3.2,5.65,0,62.6,7.52431046944599
3.2,5.65,0,62.7,7.50255876589
3.2,5.65,0,62.8,7.48080147203236
3.2,5.65,0,62.9,7.45903868647388
3.2,5.65,0,63,7.43727050796731
3.2,5.65,0,63.1,7.41549703541838
3.2,5.65,0,63.2,7.39371836788689
3.2,5.65,0,63.3,7.37193460458765
3.2,5.65,0,63.4,7.35014584489155
3.2,5.65,0,63.5,7.3283521883265
3.2,5.65,0,63.6,7.30655373457839
3.2,5.65,0,63.7,7.28475058349203
3.2,5.65,0,63.8,7.26294283507203
3.2,5.65,0,63.9,7.24113058948368
3.2,5.65,0,64,7.21931394705384
3.2,5.65,0,64.1,7.1974930082717
3.2,5.65,0,64.2,7.17566787378968
3.2,5.65,0,64.3,7.15383864442409
3.2,5.65,0,64.4,7.13200542115593
3.2,5.65,0,64.5,7.11016830513164
3.2,5.65,0,64.6,7.08832739766369
3.2,5.65,0,64.7,7.06648280023135
3.2,5.65,0,64.8,7.04463461448124
3.2,5.65,0,64.9,7.02278294222793
3.2,5.65,0,65,7.00092788545452
3.2,5.65,0,65.1,6.97906954631316
3.2,5.65,0,65.2,6.95720802712559
3.2,5.65,0,65.3,6.93534343038353
3.2,5.65,0,65.4,6.91347585874915
3.2,5.65,0,65.5,6.89160541505546
3.2,5.65,0,65.6,6.86973220230665
3.2,5.65,0,65.7,6.84785632367847
3.2,5.65,0,65.8,6.82597788251843
3.2,5.65,0,65.9,6.8040969823461
3.2,5.65,0,66,6.7822137268533
3.2,5.65,0,66.1,6.76032821990427
3.2,5.65,0,66.2,6.73844056553584
3.2,5.65,0,66.3,6.71655086795743
3.2,5.65,0,66.4,6.69465923155119
3.2,5.65,0,66.5,6.67276576087195
3.2,5.65,0,66.6,6.65087056064721
3.2,5.65,0,66.7,6.62897373577705
3.2,5.65,0,66.8,6.60707539133401
3.2,5.65,0,66.9,6.58517563256294
3.2,5.65,0,67,6.56327456488075
3.2,5.65,0,67.1,6.54137229387619
3.2,5.65,0,67.2,6.51946892530953
3.2,5.65,0,67.3,6.49756456511221
3.2,5.65,0,67.4,6.47565931938645
3.2,5.65,0,67.5,6.45375329440479
3.2,5.65,0,67.6,6.43184659660962
3.2,5.65,0,67.7,6.40993933261259
3.2,5.65,0,67.8,6.38803160919408
3.2,5.65,0,67.9,6.36612353330248
3.2,5.65,0,68,6.34421521205357
3.2,5.65,0,68.1,6.32230675272968
3.2,5.65,0,68.2,6.30039826277898
3.2,5.65,0,68.3,6.27848984981456
3.2,5.65,0,68.4,6.25658162161356
3.2,5.65,0,68.5,6.23467368611615
3.2,5.65,0,68.6,6.21276615142457
3.2,5.65,0,68.7,6.19085912580204
3.2,5.65,0,68.8,6.16895271767156
3.2,5.65,0,68.9,6.14704703561483
3.2,5.65,0,69,6.12514218837091
3.2,5.65,0,69.1,6.10323828483494
3.2,5.65,0,69.2,6.08133543405679
3.2,5.65,0,69.3,6.05943374523961
3.2,5.65,0,69.4,6.03753332773835
3.2,5.65,0,69.5,6.01563429105819
3.2,5.65,0,69.6,5.99373674485296
3.2,5.65,0,69.7,5.97184079892347
3.2,5.65,0,69.8,5.94994656321571
3.2,5.65,0,69.9,5.92805414781912
3.2,5.65,0,70,5.90616366296469
3.2,5.65,0,70.1,5.88427521902299
3.2,5.65,0,70.2,5.8623889265023
3.2,5.65,0,70.3,5.84050489604638
3.2,5.65,0,70.4,5.81862323843245
3.2,5.65,0,70.5,5.79674406456897
3.2,5.65,0,70.6,5.77486748549335
3.2,5.65,0,70.7,5.75299361236963
3.2,5.65,0,70.8,5.73112255648609
3.2,5.65,0,70.9,5.70925442925274
3.2,5.65,0,71,5.6873893421988
3.2,5.65,0,71.1,5.66552740697007
3.2,5.65,0,71.2,5.64366873532628
3.2,5.65,0,71.3,5.62181343913828
3.2,5.65,0,71.4,5.59996163038522
3.2,5.65,0,71.5,5.57811342115165
3.2,5.65,0,71.6,5.55626892362457
3.2,5.65,0,71.7,5.53442825009032
3.2,5.65,0,71.8,5.51259151293148
3.2,5.65,0,71.9,5.49075882462367
3.2,5.65,0,72,5.46893029773224
3.2,5.65,0,72.1,5.44710604490896
3.2,5.65,0,72.2,5.42528617888853
3.2,5.65,0,72.3,5.40347081248514
3.2,5.65,0,72.4,5.38166005858879
3.2,5.65,0,72.5,5.35985403016168
3.2,5.65,0,72.6,5.33805284023447
3.2,5.65,0,72.7,5.3162566019024
3.2,5.65,0,72.8,5.29446542832144
3.2,5.65,0,72.9,5.27267943270428
3.2,5.65,0,73,5.25089872831623
3.2,5.65,0,73.1,5.22912342847112
3.2,5.65,0,73.2,5.20735364652708
3.2,5.65,0,73.3,5.18558949588213
3.2,5.65,0,73.4,5.1638310899699
3.2,5.65,0,73.5,5.14207854225509
3.2,5.65,0,73.6,5.12033196622889
3.2,5.65,0,73.7,5.09859147540442
3.2,5.65,0,73.8,5.0768571833119
3.2,5.65,0,73.9,5.0551292034939
3.2,5.65,0,74,5.0334076495004
3.2,5.65,0,74.1,5.01169263488385
3.2,5.65,0,74.2,4.98998427319407
3.2,5.65,0,74.3,4.96828267797311
3.2,5.65,0,74.4,4.94658796274999
3.2,5.65,0,74.5,4.92490024103538
3.2,5.65,0,74.6,4.9032196263162
3.2,5.65,0,74.7,4.88154623205013
3.2,5.65,0,74.8,4.85988017165996
3.2,5.65,0,74.9,4.83822155852798
3.2,5.65,0,75,4.8165705059902
3.2,5.65,0,75.1,4.79492712733047
3.2,5.65,0,75.2,4.77329153577458
3.2,5.65,0,75.3,4.7516638444842
3.2,5.65,0,75.4,4.73004416655081
3.2,5.65,0,75.5,4.70843261498942
3.2,5.65,0,75.6,4.68682930273236
3.2,5.65,0,75.7,4.66523434262285
3.2,5.65,0,75.8,4.64364784740854
3.2,5.65,0,75.9,4.62206992973493
3.2,5.65,0,76,4.60050070213878
3.2,5.65,0,76.1,4.57894027704128
3.2,5.65,0,76.2,4.55738876674132
3.2,5.65,0,76.3,4.53584628340849
3.2,5.65,0,76.4,4.51431293907613
3.2,5.65,0,76.5,4.4927888456342
3.2,5.65,0,76.6,4.47127411482211
3.2,5.65,0,76.7,4.44976885822142
3.2,5.65,0,76.8,4.42827318724852
3.2,5.65,0,76.9,4.40678721314713
3.2,5.65,0,77,4.38531104698077
3.2,5.65,0,77.1,4.36384479962515
3.2,5.65,0,77.2,4.34238858176041
3.2,5.65,0,77.3,4.32094250386332
3.2,5.65,0,77.4,4.29950667619938
3.2,5.65,0,77.5,4.27808120881487
3.2,5.65,0,77.6,4.25666621152867
3.2,5.65,0,77.7,4.23526179392421
3.2,5.65,0,77.8,4.21386806534112
3.2,5.65,0,77.9,4.19248513486693
3.2,5.65,0,78,4.17111311132867
3.2,5.65,0,78.1,4.14975210328424
3.2,5.65,0,78.2,4.12840221901395
3.2,5.65,0,78.3,4.10706356651166
3.2,5.65,0,78.4,4.08573625347616
3.2,5.65,0,78.5,4.06442038730221
3.2,5.65,0,78.6,4.04311607507154
3.2,5.65,0,78.7,4.02182342354395
3.2,5.65,0,78.8,4.00054253914804
3.2,5.65,0,78.9,3.97927352797209
3.2,5.65,0,79,3.95801649575475
3.2,5.65,0,79.1,3.93677154787556
3.2,5.65,0,79.2,3.91553878934567
3.2,5.65,0,79.3,3.89431832479809
3.2,5.65,0,79.4,3.87311025847822
3.2,5.65,0,79.5,3.85191469423404
3.2,5.65,0,79.6,3.83073173550633
3.2,5.65,0,79.7,3.80956148531884
3.2,5.65,0,79.8,3.78840404626825
3.2,5.65,0,79.9,3.7672595205142
3.2,5.65,0,80,3.74612800976915
3.2,5.65,0,80.1,3.72500961528813
3.2,5.65,0,80.2,3.70390443785859
3.2,5.65,0,80.3,3.68281257778987
3.2,5.65,0,80.4,3.66173413490294
3.2,5.65,0,80.5,3.64066920851977
3.2,5.65,0,80.6,3.61961789745279
3.2,5.65,0,80.7,3.59858029999426
3.2,5.65,0,80.8,3.57755651390546
3.2,5.65,0,80.9,3.55654663640597
3.2,5.65,0,81,3.53555076416274
3.2,5.65,0,81.1,3.51456899327911
3.2,5.65,0,81.2,3.49360141928387
3.2,5.65,0,81.3,3.47264813712011
3.2,5.65,0,81.4,3.45170924113404
3.2,5.65,0,81.5,3.43078482506386
3.2,5.65,0,81.6,3.40987498202829
3.2,5.65,0,81.7,3.38897980451541
3.2,5.65,0,81.8,3.36809938437103
3.2,5.65,0,81.9,3.34723381278738
3.2,5.65,0,82,3.3263831802914
3.2,5.65,0,82.1,3.3055475767332
3.2,5.65,0,82.2,3.2847270912744
3.2,5.65,0,82.3,3.26392181237628
3.2,5.65,0,82.4,3.2431318277881
3.2,5.65,0,82.5,3.22235722453518
3.2,5.65,0,82.6,3.20159808890695
3.2,5.65,0,82.7,3.18085450644506
3.2,5.65,0,82.8,3.16012656193128
3.2,5.65,0,82.9,3.13941433937547
3.2,5.65,0,83,3.11871792200342
3.2,5.65,0,83.1,3.09803739224462
3.2,5.65,0,83.2,3.07737283172013
3.2,5.65,0,83.3,3.05672432123021
3.2,5.65,0,83.4,3.03609194074201
3.2,5.65,0,83.5,3.01547576937722
3.2,5.65,0,83.6,2.9948758853996
3.2,5.65,0,83.7,2.97429236620258
3.2,5.65,0,83.8,2.95372528829665
3.2,5.65,0,83.9,2.93317472729692
3.2,5.65,0,84,2.91264075791048
3.2,5.65,0,84.1,2.89212345392376
3.2,5.65,0,84.2,2.8716228881899
3.2,5.65,0,84.3,2.85113913261604
3.2,5.65,0,84.4,2.83067225815057
3.2,5.65,0,84.5,2.81022233477041
3.2,5.65,0,84.6,2.78978943146815
3.2,5.65,0,84.7,2.76937361623933
3.2,5.65,0,84.8,2.74897495606942
3.2,5.65,0,84.9,2.72859351692116
3.2,5.65,0,85,2.70822936372148
3.2,5.65,0,85.1,2.68788256034865
3.2,5.65,0,85.2,2.66755316961933
3.2,5.65,0,85.3,2.64724125327558
3.2,5.65,0,85.4,2.62694687197191
3.2,5.65,0,85.5,2.60667008526228
3.2,5.65,0,85.6,2.58641095158701
3.2,5.65,0,85.7,2.56616952825986
3.2,5.65,0,85.8,2.5459458714549
3.2,5.65,0,85.9,2.52574003619352
3.2,5.65,0,86,2.50555207633133
3.2,5.65,0,86.1,2.4853820445451
3.2,5.65,0,86.2,2.46522999231972
3.2,5.65,0,86.3,2.44509596993508
3.2,5.65,0,86.4,2.42498002645304
3.2,5.65,0,86.5,2.40488220970432
3.2,5.65,0,86.6,2.38480256627542
3.2,5.65,0,86.7,2.36474114149563
3.2,5.65,0,86.8,2.34469797942383
3.2,5.65,0,86.9,2.32467312283556
3.2,5.65,0,87,2.30466661320992
3.2,5.65,0,87.1,2.28467849071649
3.2,5.65,0,87.2,2.26470879420242
3.2,5.65,0,87.3,2.24475756117928
3.2,5.65,0,87.4,2.22482482781019
3.2,5.65,0,87.5,2.20491062889679
3.2,5.65,0,87.6,2.18501499786624
3.2,5.65,0,87.7,2.16513796675841
3.2,5.65,0,87.8,2.1452795662128
3.2,5.65,0,87.9,2.12543982545584
3.2,5.65,0,88,2.1056187722879
3.2,5.65,0,88.1,2.08581643307048
3.2,5.65,0,88.2,2.0660328327135
3.2,5.65,0,88.3,2.04626799466241
3.2,5.65,0,88.4,2.02652194088555
3.2,5.65,0,88.5,2.00679469186143
3.2,5.65,0,88.6,1.98708626656606
3.2,5.65,0,88.7,1.96739668246035
3.2,5.65,0,88.8,1.94772595547752
3.2,5.65,0,88.9,1.9280741000106
3.2,5.65,0,89,1.90844112889995
3.2,5.65,0,89.1,1.88882705342072
3.2,5.65,0,89.2,1.86923188327063
3.2,5.65,0,89.3,1.84965562655747
3.2,5.65,0,89.4,1.83009828978695
3.2,5.65,0,89.5,1.81055987785037
3.2,5.65,0,89.6,1.7910403940125
3.2,5.65,0,89.7,1.77153983989946
3.2,5.65,0,89.8,1.75205821548662
3.2,5.65,0,89.9,1.73259551908668
3.2,5.65,0,90,1.71315174733769
3.2,5.65,0,90.1,1.69372689519117
3.2,5.65,0,90.2,1.67432095590037
3.2,5.65,0,90.3,1.65493392100847
3.2,5.65,0,90.4,1.63556578033699
3.2,5.65,0,90.5,1.61621652197416
3.2,5.65,0,90.6,1.5968861322634
3.2,5.65,0,90.7,1.57757459579193
3.2,5.65,0,90.8,1.55828189537933
3.2,5.65,0,90.9,1.53900801206634
3.2,5.65,0,91,1.51975292510364
3.2,5.65,0,91.1,1.50051661194065
3.2,5.65,0,91.2,1.4812990482146
3.2,5.65,0,91.3,1.46210020773954
3.2,5.65,0,91.4,1.44292006249544
3.2,5.65,0,91.5,1.42375858261749
3.2,5.65,0,91.6,1.40461573638529
3.2,5.65,0,91.7,1.38549149021243
3.2,5.65,0,91.8,1.36638580863581
3.2,5.65,0,91.9,1.34729865430536
3.2,5.65,0,92,1.32822998797367
3.2,5.65,0,92.1,1.30917976848576
3.2,5.65,0,92.2,1.29014795276905
3.2,5.65,0,92.3,1.2711344958232
3.2,5.65,0,92.4,1.25213935071033
3.2,5.65,0,92.5,1.23316246854516
3.2,5.65,0,92.6,1.21420379848528
3.2,5.65,0,92.7,1.19526328772155
3.2,5.65,0,92.8,1.17634088146863
3.2,5.65,0,92.9,1.15743652295557
3.2,5.65,0,93,1.13855015341657
3.2,5.65,0,93.1,1.1196817120817
3.2,5.65,0,93.2,1.10083113616798
3.2,5.65,0,93.3,1.08199836087034
3.2,5.65,0,93.4,1.06318331935282
3.2,5.65,0,93.5,1.04438594273985
3.2,5.65,0,93.6,1.02560616010763
3.2,5.65,0,93.7,1.00684389847566
3.2,5.65,0,93.8,0.988099082798352
3.2,5.65,0,93.9,0.969371635956813
3.2,5.65,0,94,0.950661478750679
3.2,5.65,0,94.1,0.931968529890088
3.2,5.65,0,94.2,0.913292705987853
3.2,5.65,0,94.3,0.894633921551617
3.2,5.65,0,94.4,0.875992088976257
3.2,5.65,0,94.5,0.85736711853636
3.2,5.65,0,94.6,0.838758918378761
3.2,5.65,0,94.7,0.820167394515364
3.2,5.65,0,94.8,0.801592450815879
3.2,5.65,0,94.9,0.783033989000927
3.2,5.65,0,95,0.764491908635024
3.2,5.65,0,95.1,0.745966107119862
3.2,5.65,0,95.2,0.727456479687673
3.2,5.65,0,95.3,0.708962919394693
3.2,5.65,0,95.4,0.69048531711477
3.2,5.65,0,95.5,0.672023561533142
3.2,5.65,0,95.6,0.653577539140227
3.2,5.65,0,95.7,0.635147134225721
3.2,5.65,0,95.8,0.616732228872629
3.2,5.65,0,95.9,0.598332702951594
3.2,5.65,0,96,0.579948434115263
3.2,5.65,0,96.1,0.561579297792757
3.2,5.65,0,96.2,0.5432251671844
3.2,5.65,0,96.3,0.524885913256414
3.2,5.65,0,96.4,0.506561404735872
3.2,5.65,0,96.5,0.488251508105756
3.2,5.65,0,96.6,0.469956087600026
3.2,5.65,0,96.7,0.451675005199044
3.2,5.65,0,96.8,0.43340812062488
3.2,5.65,0,96.9,0.415155291336955
3.2,5.65,0,97,0.396916372527692
3.2,5.65,0,97.1,0.3786912171183
3.2,5.65,0,97.2,0.360479675754777
3.2,5.65,0,97.3,0.342281596803906
3.2,5.65,0,97.4,0.324096826349525
3.2,5.65,0,97.5,0.30592520818882
3.2,5.65,0,97.6,0.287766583828742
3.2,5.65,0,97.7,0.269620792482658
3.2,5.65,0,97.8,0.251487671066977
3.2,5.65,0,97.9,0.233367054198045
3.2,5.65,0,98,0.215258774189081
3.2,5.65,0,98.1,0.197162661047205
3.2,5.65,0,98.2,0.179078542470739
3.2,5.65,0,98.3,0.161006243846398
3.2,5.65,0,98.4,0.142945588246883
3.2,5.65,0,98.5,0.124896396428349
3.2,5.65,0,98.6,0.10685848682809
3.2,5.65,0,98.7,0.0888316755624059
3.2,5.65,0,98.8,0.0708157764244764
3.2,5.65,0,98.9,0.0528106008824154
3.2,5.65,0,99,0.0348159580774545
3.2,5.65,0,99.1,0.0168316548221474
3.2,5.65,0,99.2,-0.00114250440115726
3.2,5.65,0,99.3,-0.0191067174419063
3.2,5.65,0,99.4,-0.0370611844826357
3.2,5.65,0,99.5,-0.0550061080403269
3.2,5.65,0,99.6,-0.0729416929675551
3.2,5.65,0,99.7,-0.0908681464535292
3.2,5.65,0,99.8,-0.108785678025075
3.2,5.65,0,99.9,-0.126694499547473
3.2,5.65,0,100,-0.144594825225183
3.2,5.65,0,100.1,-0.162486871602551
3.2,5.65,0,100.2,-0.180370857564261
3.2,5.65,0,100.3,-0.198247004335881
3.2,5.65,0,100.4,-0.21611553548411
3.2,5.65,0,100.5,-0.233976676917085
3.2,5.65,0,100.6,-0.251830656884536
3.2,5.65,0,100.7,-0.269677705977811
3.2,5.65,0,100.8,-0.287518057129885
3.2,5.65,0,100.9,-0.305351945615211
3.2,5.65,0,101,-0.323179609049495
3.2,5.65,0,101.1,-0.341001287389476
3.2,5.65,0,101.2,-0.35881722293244
3.2,5.65,0,101.3,-0.376627660315863
3.2,5.65,0,101.4,-0.394432846516771
3.2,5.65,0,101.5,-0.41223303085116
3.2,5.65,0,101.6,-0.430028464973324
3.2,5.65,0,101.7,-0.447819402875011
3.2,5.65,0,101.8,-0.465606100884642
3.2,5.65,0,101.9,-0.483388817666317
3.2,5.65,0,102,-0.501167814218863
3.2,5.65,0,102.1,-0.518943353874806
3.2,5.65,0,102.2,-0.536715702299141
3.2,5.65,0,102.3,-0.55448512748828
3.2,5.65,0,102.4,-0.57225189976867
3.2,5.65,0,102.5,-0.590016291795544
3.2,5.65,0,102.6,-0.607778578551579
3.2,5.65,0,102.7,-0.625539037345369
3.2,5.65,0,102.8,-0.643297947810096
3.2,5.65,0,102.9,-0.661055591901823
3.2,5.65,0,103,-0.678812253898055
3.2,5.65,0,103.1,-0.696568220396062
3.2,5.65,0,103.2,-0.714323780311155
3.2,5.65,0,103.3,-0.732079224875073
3.2,5.65,0,103.4,-0.749834847634136
3.2,5.65,0,103.5,-0.767590944447469
3.2,5.65,0,103.6,-0.785347813485225
3.2,5.65,0,103.7,-0.803105755226609
3.2,5.65,0,103.8,-0.820865072458126
3.2,5.65,0,103.9,-0.83862607027148
3.2,5.65,0,104,-0.856389056061762
3.2,5.65,0,104.1,-0.874154339525396
3.2,5.65,0,104.2,-0.891922232658128
3.2,5.65,0,104.3,-0.909693049753027
3.2,5.65,0,104.4,-0.927467107398427
3.2,5.65,0,104.5,-0.945244724475842
3.2,5.65,0,104.6,-0.963026222157926
3.2,5.65,0,104.7,-0.980811923906316
3.2,5.65,0,104.8,-0.998602155469633
3.2,5.65,0,104.9,-1.01639724488125
3.2,5.65,0,105,-1.03419752245724
3.2,5.65,0,105.1,-1.05200332079429
3.2,5.65,0,105.2,-1.06981497476747
3.2,5.65,0,105.3,-1.08763282152821
3.2,5.65,0,105.4,-1.10545720050213
3.2,5.65,0,105.5,-1.12328845338691
3.2,5.65,0,105.6,-1.14112692415024
3.2,5.65,0,105.7,-1.15897295902762
3.2,5.65,0,105.8,-1.17682690652038
3.2,5.65,0,105.9,-1.19468911739349
3.2,5.65,0,106,-1.21255994467356
3.2,5.65,0,106.1,-1.23043974364679
3.2,5.65,0,106.2,-1.24832887185689
3.2,5.65,0,106.3,-1.26622768910314
3.2,5.65,0,106.4,-1.28413655743829
3.2,5.65,0,106.5,-1.30205584116671
3.2,5.65,0,106.6,-1.31998590684239
3.2,5.65,0,106.7,-1.33792712326699
3.2,5.65,0,106.8,-1.35587986148807
3.2,5.65,0,106.9,-1.37384449479708
3.2,5.65,0,107,-1.39182139872765
3.2,5.65,0,107.1,-1.40981095105379
3.2,5.65,0,107.2,-1.42781353178805
3.2,5.65,0,107.3,-1.44582952317995
3.2,5.65,0,107.4,-1.46385930971414
3.2,5.65,0,107.5,-1.48190327810886
3.2,5.65,0,107.6,-1.49996181731435
3.2,5.65,0,107.7,-1.51803531851121
3.2,5.65,0,107.8,-1.53612417510898
3.2,5.65,0,107.9,-1.55422878274464
3.2,5.65,0,108,-1.57234953928115
3.2,5.65,0,108.1,-1.59048684480614
3.2,5.65,0,108.2,-1.60864110163052
3.2,5.65,0,108.3,-1.62681271428732
3.2,5.65,0,108.4,-1.64500208953029
3.2,5.65,0,108.5,-1.66320963633288
3.2,5.65,0,108.6,-1.68143576588703
3.2,5.65,0,108.7,-1.69968089160215
3.2,5.65,0,108.8,-1.71794542910407
3.2,5.65,0,108.9,-1.73622979623409
3.2,5.65,0,109,-1.75453441304804
3.2,5.65,0,109.1,-1.77285970181552
3.2,5.65,0,109.2,-1.79120608701895
3.2,5.65,0,109.3,-1.809573995353
3.2,5.65,0,109.4,-1.82796385572372
3.2,5.65,0,109.5,-1.84637609924806
3.2,5.65,0,109.6,-1.86481115925319
3.2,5.65,0,109.7,-1.88326947127604
3.2,5.65,0,109.8,-1.90175147306278
3.2,5.65,0,109.9,-1.92025760456847
3.2,5.65,0,110,-1.93878830795658
3.2,5.65,0,110.1,-1.95734402759886
3.2,5.65,0,110.2,-1.97592521007489
3.2,5.65,0,110.3,-1.99453230417207
3.2,5.65,0,110.4,-2.0131657608853
3.2,5.65,0,110.5,-2.03182603341698
3.2,5.65,0,110.6,-2.05051357717694
3.2,5.65,0,110.7,-2.0692288497824
3.2,5.65,0,110.8,-2.08797231105808
3.2,5.65,0,110.9,-2.1067444230362
3.2,5.65,0,111,-2.12554564995667
3.2,5.65,0,111.1,-2.14437645826725
3.2,5.65,0,111.2,-2.16323731662372
3.2,5.65,0,111.3,-2.18212869589024
3.2,5.65,0,111.4,-2.20105106913944
3.2,5.65,0,111.5,-2.22000491165293
3.2,5.65,0,111.6,-2.23899070092152
3.2,5.65,0,111.7,-2.25800891664561
3.2,5.65,0,111.8,-2.27706004073567
3.2,5.65,0,111.9,-2.2961445573125
3.2,5.65,0,112,-2.3152629527078
3.2,5.65,0,112.1,-2.33441571546457
3.2,5.65,0,112.2,-2.35360333633752
3.2,5.65,0,112.3,-2.37282630829361
3.2,5.65,0,112.4,-2.39208512651248
3.2,5.65,0,112.5,-2.41138028838686
3.2,5.65,0,112.6,-2.43071229352316
3.2,5.65,0,112.7,-2.45008164374177
3.2,5.65,0,112.8,-2.46948884307759
3.2,5.65,0,112.9,-2.48893439778039
3.2,5.65,0,113,-2.50841881631517
3.2,5.65,0,113.1,-2.5279426093626
3.2,5.65,0,113.2,-2.54750628981923
3.2,5.65,0,113.3,-2.5671103727978
3.2,5.65,0,113.4,-2.58675537562746
3.2,5.65,0,113.5,-2.60644181785388
3.2,5.65,0,113.6,-2.6261702212394
3.2,5.65,0,113.7,-2.645941109763
3.2,5.65,0,113.8,-2.66575500962028
3.2,5.65,0,113.9,-2.68561244922327
3.2,5.65,0,114,-2.70551395920018
3.2,5.65,0,114.1,-2.7254600723951
3.2,5.65,0,114.2,-2.74545132386746
3.2,5.65,0,114.3,-2.76548825089151
3.2,5.65,0,114.4,-2.78557139295557
3.2,5.65,0,114.5,-2.8057012917611
3.2,5.65,0,114.6,-2.82587849122182
3.2,5.65,0,114.7,-2.84610353746239
3.2,5.65,0,114.8,-2.86637697881715
3.2,5.65,0,114.9,-2.88669936582849
3.2,5.65,0,115,-2.90707125124518
3.2,5.65,0,115.1,-2.92749319002037
3.2,5.65,0,115.2,-2.94796573930941
3.2,5.65,0,115.3,-2.96848945846746
3.2,5.65,0,115.4,-2.98906490904681
3.2,5.65,0,115.5,-3.00969265479388
3.2,5.65,0,115.6,-3.03037326164613
3.2,5.65,0,115.7,-3.0511072977284
3.2,5.65,0,115.8,-3.07189533334923
3.2,5.65,0,115.9,-3.09273794099658
3.2,5.65,0,116,-3.11363569533336
3.2,5.65,0,116.1,-3.13458917319266
3.2,5.65,0,116.2,-3.15559895357235
3.2,5.65,0,116.3,-3.17666561762959
3.2,5.65,0,116.4,-3.19778974867459
3.2,5.65,0,116.5,-3.21897193216426
3.2,5.65,0,116.6,-3.24021275569516
3.2,5.65,0,116.7,-3.26151280899604
3.2,5.65,0,116.8,-3.28287268391996
3.2,5.65,0,116.9,-3.30429297443567
3.2,5.65,0,117,-3.3257742766187
3.2,5.65,0,117.1,-3.3473171886417
3.2,5.65,0,117.2,-3.36892231076419
3.2,5.65,0,117.3,-3.39059024532176
3.2,5.65,0,117.4,-3.41232159671454
3.2,5.65,0,117.5,-3.43411697139502
3.2,5.65,0,117.6,-3.45597697785519
3.2,5.65,0,117.7,-3.47790222661281
3.2,5.65,0,117.8,-3.49989333019711
3.2,5.65,0,117.9,-3.52195090313347
3.2,5.65,0,118,-3.54407556192739
3.2,5.65,0,118.1,-3.56626792504764
3.2,5.65,0,118.2,-3.58852861290827
3.2,5.65,0,118.3,-3.61085824784999
3.2,5.65,0,118.4,-3.63325745412025
3.2,5.65,0,118.5,-3.65572685785255
3.2,5.65,0,118.6,-3.67826708704461
3.2,5.65,0,118.7,-3.70087877153534
3.2,5.65,0,118.8,-3.72356254298084
3.2,5.65,0,118.9,-3.74631903482902
3.2,5.65,0,119,-3.76914888229319
3.2,5.65,0,119.1,-3.7920527223242
3.2,5.65,0,119.2,-3.8150311935813
3.2,5.65,0,119.3,-3.83808493640174
3.2,5.65,0,119.4,-3.86121459276871
3.2,5.65,0,119.5,-3.884420806278
3.2,5.65,0,119.6,-3.90770422210307
3.2,5.65,0,119.7,-3.93106548695836
3.2,5.65,0,119.8,-3.95450524906128
3.2,5.65,0,119.9,-3.97802415809213
3.2,5.65,0,120,-4.00162286515247
3.2,5.65,0,120.1,-4.02530202272164
3.2,5.65,0,120.2,-4.04906228461114
3.2,5.65,0,120.3,-4.07290430591743
3.2,5.65,0,120.4,-4.0968287429723
3.2,5.65,0,120.5,-4.1208362532913
3.2,5.65,0,120.6,-4.14492749552004
3.2,5.65,0,120.7,-4.16910312937806
3.2,5.65,0,120.8,-4.19336381560044
3.2,5.65,0,120.9,-4.21771021587694
3.2,5.65,0,121,-4.24214299278863
3.2,5.65,0,121.1,-4.26666280974196
3.2,5.65,0,121.2,-4.29127033089997
3.2,5.65,0,121.3,-4.31596622111095
3.2,5.65,0,121.4,-4.34075114583394
3.2,5.65,0,121.5,-4.36562577106144
3.2,5.65,0,121.6,-4.39059076323898
3.2,5.65,0,121.7,-4.41564678918136
3.2,5.65,0,121.8,-4.44079451598578
3.2,5.65,0,121.9,-4.46603461094139
3.2,5.65,0,122,-4.49136774143534
3.2,5.65,0,122.1,-4.51679457485524
3.2,5.65,0,122.2,-4.54231577848768
3.2,5.65,0,122.3,-4.56793201941303
3.2,5.65,0,122.4,-4.59364396439595
3.2,5.65,0,122.5,-4.61945227977196
3.2,5.65,0,122.6,-4.64535763132955
3.2,5.65,0,122.7,-4.67136068418777
3.2,5.65,0,122.8,-4.69746210266937
3.2,5.65,0,122.9,-4.72366255016897
3.2,5.65,0,123,-4.74996268901638
3.2,5.65,0,123.1,-4.77636318033493
3.2,5.65,0,123.2,-4.80286468389425
3.2,5.65,0,123.3,-4.82946785795792
3.2,5.65,0,123.4,-4.85617335912518
3.2,5.65,0,123.5,-4.88298184216714
3.2,5.65,0,123.6,-4.90989395985672
